Rndrng_Prvdr_Geo_Lvl,Rndrng_Prvdr_Geo_Cd,Rndrng_Prvdr_Geo_Desc,HCPCS_Cd,HCPCS_Desc,HCPCS_Drug_Ind,Place_Of_Srvc,Tot_Rndrng_Prvdrs,Tot_Benes,Tot_Srvcs,Tot_Bene_Day_Srvcs,Avg_Sbmtd_Chrg,Avg_Mdcr_Alowd_Amt,Avg_Mdcr_Pymt_Amt,Avg_Mdcr_Stdzd_Amt
National,,National,29827,Repair of shoulder rotator cuff using an endoscope,N,F,14016,58631,118710.0,118650,6199.8516542,1120.294777,891.00675293,894.20570626
National,,National,29827,Repair of shoulder rotator cuff using an endoscope,N,O,607,1987,2805.0,2794,4483.2176471,808.35336898,642.686959,615.98492335
National,,National,29828,Release of tendon connecting biceps muscle and shoulder using an endoscope,N,F,7667,20066,39655.0,39631,5510.5101599,956.95713983,762.65575716,697.61560282
National,,National,29828,Release of tendon connecting biceps muscle and shoulder using an endoscope,N,O,294,669,951.0,949,3425.2386015,382.73628812,305.17512093,193.71586751
National,,National,29830,Diagnostic exam of elbow joint using an endoscope,N,F,28,76,82.0,82,2026.5,300.02658537,239.27768293,232.46829268
National,,National,29834,Removal of loose or foreign body in elbow joint using an endoscope,N,F,414,270,466.0,466,3175.3884335,259.85757511,206.42761803,202.70832618
National,,National,29835,Partial removal of elbow joint lining using an endoscope,N,F,64,46,74.0,74,4904.7810811,573.215,456.89067568,440.37783784
National,,National,29836,Removal of entire elbow joint lining using an endoscope,N,F,129,99,160.0,160,3857.213,821.09,652.958,620.9095625
National,,National,29837,Removal of elbow joint tissue using an endoscope,N,F,111,86,122.0,122,4488.012459,698.02598361,552.41081967,562.79934426
National,,National,29838,Removal of extensive damaged tissue from elbow joint using an endoscope,N,F,477,416,641.0,641,4161.6691576,717.8801092,569.74599064,565.71959438
National,,National,29838,Removal of extensive damaged tissue from elbow joint using an endoscope,N,O,17,18,18.0,18,2430.35,509.68666667,407.14055556,401.34111111
National,,National,29840,Diagnostic exam of wrist using an endoscope,N,F,65,68,87.0,87,2235.3105747,353.69770115,282.76931034,282.22977011
National,,National,29844,Partial removal of wrist joint lining using an endoscope,N,F,175,139,203.0,203,3936.2771429,475.76463054,378.79990148,383.16423645
National,,National,29845,Removal of entire wrist joint lining using an endoscope,N,F,177,179,260.0,260,4032.4398846,550.91365385,437.75638462,414.85992308
National,,National,29846,Removal or repair of wrist cartilage using an endoscope,N,F,1115,1246,2008.0,2007,4582.5647908,660.93631972,524.17709163,525.61925299
National,,National,29846,Removal or repair of wrist cartilage using an endoscope,N,O,42,45,49.0,49,2277.4681633,364.32183673,287.20653061,274.85265306
National,,National,29847,Placement of internal stabilizing device using an endoscope to treat broken or unstable wrist,N,F,33,30,44.0,44,3970.1579545,884.13795455,706.41772727,677.20568182
National,,National,29848,Release of wrist ligament using an endoscope,N,F,2786,32674,60739.0,59914,4439.6934984,546.66107345,431.53154678,434.21974563
National,,National,29848,Release of wrist ligament using an endoscope,N,O,156,1727,1971.0,1971,2266.488483,487.66768138,381.34628108,378.3271791
National,,National,29850,Treatment of broken knee joint using an endoscope,N,F,8,12,12.0,12,4779.8833333,430.69666667,346.31916667,374.83
National,,National,29850,Treatment of broken knee joint using an endoscope,N,O,7,11,11.0,11,1789.0318182,655.28363636,506.53545455,401.84363636
National,,National,29851,Treatment of broken knee joint with placement of stabilizing device using an endoscope,N,F,18,16,20.0,20,4857.053,626.7285,499.7175,479.511
National,,National,29855,Treatment of broken upper portion of lower leg bone on side using an endoscope,N,F,359,338,521.0,521,3762.7978887,906.58165067,720.26456814,735.77946257
National,,National,29856,Treatment of broken upper portion of lower leg bone on both sides using an endoscope,N,F,23,22,26.0,26,5824.9315385,1339.1161538,1068.2915385,1123.7165385
National,,National,29860,Diagnostic exam of hip using an endoscope,N,F,44,78,110.0,110,3835.5122727,735.10827273,583.82909091,573.05809091
National,,National,29861,Removal of loose or foreign body in hip joint using an endoscope,N,F,85,78,117.0,117,4196.9558974,377.63282051,300.95162393,273.50188034
National,,National,29862,Removal or shaving of hip joint socket cartilage using an endoscope,N,F,443,484,882.0,882,5593.93339,1151.7219048,915.71049887,905.15481859
National,,National,29863,Removal of hip joint lining using an endoscope,N,F,245,251,420.0,420,4250.7918095,508.18664286,405.01959524,388.32188095
National,,National,29867,Repair of knee cartilage and bone with donor cartilage graft using an endoscope,N,F,8,14,15.0,15,6724.2466667,1685.1586667,1343.5386667,1166.0766667
National,,National,29870,Diagnostic exam of knee using an endoscope,N,F,221,307,364.0,359,4849.8732143,479.2632967,379.29807692,365.00793956
National,,National,29870,Diagnostic exam of knee using an endoscope,N,O,12,15,15.0,15,2502.594,459.80866667,362.308,397.61
National,,National,29871,"Exam, washing, and drainage of infected knee joint using an endoscope",N,F,1100,1213,1338.0,1338,2189.4101719,463.07205531,367.82405082,363.11740658
National,,National,29873,Release of ligaments at outer side of knee joint using an endoscope,N,F,761,1142,1614.0,1611,4630.4678315,420.27461586,334.41849442,302.71700743
National,,National,29873,Release of ligaments at outer side of knee joint using an endoscope,N,O,9,32,32.0,32,2219.479375,135.993125,108.7234375,64.435
National,,National,29874,Removal of loose or foreign body in knee joint using an endoscope,N,F,443,366,479.0,479,3789.7316075,692.68528184,547.82678497,554.90300626
National,,National,29874,Removal of loose or foreign body in knee joint using an endoscope,N,O,18,20,20.0,20,3239.725,527.9395,421.149,399.7145
National,,National,29875,Partial removal of knee joint lining using an endoscope,N,F,1548,2450,2982.0,2980,3028.5735949,327.19950704,259.47103957,245.96754863
National,,National,29875,Partial removal of knee joint lining using an endoscope,N,O,22,29,30.0,30,2662.9696667,189.878,149.97,134.877
National,,National,29876,Removal of joint lining from multiple knee joint compartments using an endoscope,N,F,2582,5931,7527.0,7524,4558.0000917,645.24830477,512.07636509,492.56108011
National,,National,29876,Removal of joint lining from multiple knee joint compartments using an endoscope,N,O,78,137,137.0,137,4395.5551095,624.81481752,497.76211679,470.20788321
National,,National,29877,Removal or shaving of knee joint cartilage using an endoscope,N,F,1660,1936,2500.0,2494,3794.530832,714.604164,565.9711,580.685732
National,,National,29877,Removal or shaving of knee joint cartilage using an endoscope,N,O,50,61,70.0,70,2527.0285714,516.51742857,414.13685714,436.39
National,,National,29879,Repair of knee joint with drilling and or scraping of joint using an endoscope,N,F,1648,4324,6625.0,6592,4788.7702928,620.26865358,492.16565585,487.00203623
National,,National,29879,Repair of knee joint with drilling and or scraping of joint using an endoscope,N,O,50,102,108.0,108,3242.8923148,560.66546296,445.08277778,445.08675926
National,,National,29880,Removal of both knee cartilages using an endoscope,N,F,8883,26083,41549.0,41508,5191.0871061,770.54969049,610.29912176,608.12946762
National,,National,29880,Removal of both knee cartilages using an endoscope,N,O,279,580,611.0,611,3424.3116039,485.8899509,382.70898527,370.32774141
National,,National,29881,Removal of knee cartilage using an endoscope,N,F,10956,34453,54131.0,54082,4740.0837245,729.97976409,577.9724631,582.35389998
National,,National,29881,Removal of knee cartilage using an endoscope,N,O,399,902,964.0,963,3193.6285892,464.26039419,366.92883817,358.09844398
National,,National,29882,Repair of inside or outside knee joint cartilage using an endoscope,N,F,1333,1700,2372.0,2371,5383.2738786,859.89479764,682.2590683,686.12072934
National,,National,29882,Repair of inside or outside knee joint cartilage using an endoscope,N,O,47,78,79.0,79,4018.0381013,675.16025316,535.94,509.46683544
National,,National,29883,Repair of inside and outside knee joint cartilage using an endoscope,N,F,145,138,167.0,167,4603.0751497,801.27982036,636.23077844,628.00281437
National,,National,29884,Removal of scar tissue from knee using an endoscope,N,F,1577,1663,2693.0,2685,4129.9585072,680.03472336,539.10836613,534.26548459
National,,National,29884,Removal of scar tissue from knee using an endoscope,N,O,34,39,46.0,46,2958.723913,544.9723913,430.59956522,408.33
National,,National,29885,Repair of knee joint with bone graft using an endoscope,N,F,19,19,21.0,21,4657.5633333,1043.9071429,828.05857143,847.45428571
National,,National,29886,Repair of knee joint by drilling cartilage using an endoscope,N,F,21,30,30.0,30,2497.788,589.38533333,467.00766667,497.196
National,,National,29887,Repair of knee joint with bone graft and internal stabilizing device using an endoscope,N,F,40,38,44.0,44,3768.7575,921.10204545,728.76522727,711.06681818
National,,National,29888,Repair of anterior cruciate ligament of knee using an endoscope,N,F,1301,823,1569.0,1568,7266.9403952,1362.3229955,1083.0084767,1098.4573614
National,,National,29888,Repair of anterior cruciate ligament of knee using an endoscope,N,O,54,46,61.0,61,4838.8981967,751.44836066,596.84393443,594.86459016
National,,National,29889,Repair of posterior cruciate ligament of knee using an endoscope,N,F,49,34,52.0,52,5224.7455769,1611.5134615,1278.75,1277.9338462
National,,National,29891,Removal of shin and/or ankle bone defect using an endoscope,N,F,856,712,1227.0,1227,4274.3656561,520.8695762,412.94772616,414.5897392
National,,National,29891,Removal of shin and/or ankle bone defect using an endoscope,N,O,31,28,43.0,43,2560.6439535,429.59837209,342.60534884,328.7655814
National,,National,29892,Removal of large shin or ankle bone defect using an endoscope,N,F,127,99,138.0,138,4582.6882609,763.20572464,610.16355072,651.13188406
National,,National,29893,Repair of fibrous tissue of arch of foot using an endoscope,N,F,762,860,1180.0,1178,3418.0242119,633.2519322,501.30781356,522.62394915
National,,National,29893,Repair of fibrous tissue of arch of foot using an endoscope,N,O,32,53,53.0,53,1433.0450943,471.40113208,362.60188679,365.42962264
National,,National,29894,Removal of loose or foreign body in ankle using an endoscope,N,F,147,148,240.0,240,2316.417875,305.854625,243.28279167,246.333625
National,,National,29895,Partial removal of ankle joint lining using an endoscope,N,F,319,328,415.0,415,4100.1676627,520.28542169,414.13221687,409.83778313
National,,National,29897,Removal of limited dead or infected tissue using an endoscope,N,F,494,513,710.0,706,3969.5147465,463.51276056,367.85576056,368.20228169
National,,National,29897,Removal of limited dead or infected tissue using an endoscope,N,O,21,21,22.0,22,4576.7695455,356.53363636,284.50863636,275.90181818
National,,National,29898,Removal of extensive dead or infected tissue using an endoscope,N,F,1910,2432,4050.0,4048,3496.2752099,441.62208148,351.01491358,355.63750864
National,,National,29898,Removal of extensive dead or infected tissue using an endoscope,N,O,69,79,105.0,105,3245.6249524,330.9867619,264.44619048,255.70247619
National,,National,29899,Fusion of ankle joint using an endoscope,N,F,159,133,210.0,210,5533.7654286,1122.7361905,887.5622381,867.36190476
National,,National,29901,Removal of dead or infected finger joint tissue using an endoscope,N,F,27,27,34.0,34,4945.13,601.55529412,485.89794118,491.26029412
National,,National,29904,Removal of loose or foreign body in ankle joint at heel bones using an endoscope,N,F,18,12,18.0,18,2225.3583333,444.70888889,360.635,386.57444444
National,,National,29905,Removal of lining of ankle joint using an endoscope,N,F,41,48,86.0,86,4309.7324419,1427.1922093,1136.0618605,998.34023256
National,,National,29906,Removal of dead or infected ankle joint tissue using an endoscope,N,F,134,111,182.0,182,3723.5010989,589.71681319,468.09631868,470.33351648
National,,National,29907,Fusion of foot joint using an endoscope,N,F,45,40,55.0,55,6057.7196364,1759.6850909,1403.0478182,1424.8027273
National,,National,29914,Reshaping of thigh bone at hip joint using an endoscope,N,F,616,571,1133.0,1133,5630.2969109,539.08300088,429.21429832,366.95054722
National,,National,29914,Reshaping of thigh bone at hip joint using an endoscope,N,O,19,26,35.0,35,3207.2082857,363.32228571,290.702,238.58457143
National,,National,29915,Reshaping of hip socket using an endoscope,N,F,270,233,385.0,385,7658.9428052,1264.336987,1004.7628312,973.48233766
National,,National,29916,Repair of hip joint socket cartilage using an endoscope,N,F,563,575,1070.0,1070,5210.4385421,967.33030841,770.56623364,793.5194486
National,,National,29916,Repair of hip joint socket cartilage using an endoscope,N,O,16,21,29.0,29,3333.1272414,730.58586207,582.46862069,607.75551724
National,,National,29999,Other procedure on joint using an endoscope,N,F,1225,2218,2974.0,2751,3133.7595427,468.58260592,373.89533961,373.16096839
National,,National,29999,Other procedure on joint using an endoscope,N,O,66,135,158.0,157,4617.3713291,669.27962025,534.49246835,528.30164557
National,,National,30000,Drainage of abscess or blood accumulation of nose,N,F,75,72,78.0,78,580.36076923,108.35384615,80.051153846,80.463205128
National,,National,30000,Drainage of abscess or blood accumulation of nose,N,O,120,121,129.0,129,525.78023256,250.62302326,184.90457364,186.87077519
National,,National,30020,Drainage of abscess or blood accumulation of nasal cartilage,N,F,87,77,95.0,95,864.28884211,108.66705263,81.802526316,82.605157895
National,,National,30020,Drainage of abscess or blood accumulation of nasal cartilage,N,O,72,79,92.0,92,555.34902174,267.46065217,208.16282609,205.76673913
National,,National,30100,Biopsy of lining of nose,N,F,309,328,363.0,358,668.65300275,59.232011019,45.638732782,44.880082645
National,,National,30100,Biopsy of lining of nose,N,O,920,1290,1317.0,1312,353.88129841,121.64460896,91.524555809,90.411807137
National,,National,30110,Simple removal of nasal polyp,N,F,53,57,62.0,59,1176.9179032,101.05032258,77.609677419,78.795483871
National,,National,30110,Simple removal of nasal polyp,N,O,103,136,140.0,140,628.43985714,213.42892857,167.19442857,167.96378571
National,,National,30115,Extensive removal of nasal polyp,N,F,319,404,442.0,427,1760.88819,411.34156109,326.01208145,326.64271493
National,,National,30115,Extensive removal of nasal polyp,N,O,79,106,106.0,106,1596.0482075,409.88471698,322.60113208,313.08132075
National,,National,30117,Removal or destruction of growth of nose through nose,N,F,1581,2554,4439.0,3078,2644.9644312,328.86206578,260.35414057,253.80776076
National,,National,30117,Removal or destruction of growth of nose through nose,N,O,1920,10642,19107.0,10850,2260.7386738,612.84069294,486.61833202,467.48035694
National,,National,30118,Removal or destruction of growth of nose,N,F,53,55,57.0,57,2845.1082456,702.08894737,560.52561404,555.91912281
National,,National,30118,Removal or destruction of growth of nose,N,O,12,13,14.0,14,2824.3042857,810.77357143,646.76785714,604.67142857
National,,National,30120,Removal or scraping of skin on nose,N,F,193,166,220.0,220,2328.5920909,560.14095455,438.39059091,444.15804545
National,,National,30120,Removal or scraping of skin on nose,N,O,76,89,95.0,95,1350.8553684,486.22631579,365.29978947,367.75094737
National,,National,30124,Simple removal of cyst and skin growth of nose,N,O,14,15,15.0,15,693.32933333,268.59,190.27333333,194.14733333
National,,National,30125,Removal of growth under nasal bone or cartilage,N,O,2,23,23.0,23,819.56521739,333.31173913,265.5673913,275.56173913
National,,National,30130,Removal of nasal air passage,N,F,748,1744,2415.0,2065,2843.7566253,414.97353209,329.92554037,335.31503106
National,,National,30130,Removal of nasal air passage,N,O,70,272,274.0,274,1800.7228832,358.31120438,282.6880292,275.64233577
National,,National,30140,Removal of nasal air passage under lining tissue,N,F,4511,15867,28386.0,22157,3631.7168104,338.66701261,269.46639294,277.64363665
National,,National,30140,Removal of nasal air passage under lining tissue,N,O,942,7930,7971.0,7971,1823.1907527,237.06411115,187.93836532,189.40328817
National,,National,30150,Partial removal of nose,N,F,237,370,392.0,392,2803.7006633,655.26028061,522.19612245,498.15168367
National,,National,30150,Partial removal of nose,N,O,9,18,18.0,18,3046.3638889,477.36833333,381.05,381.86666667
National,,National,30160,Removal of nose,N,F,54,47,54.0,54,2503.197963,553.46888889,441.82740741,413.66555556
National,,National,30200,Injection of medication into nasal air passage,N,F,21,21,28.0,28,465.50464286,42.556071429,32.916785714,31.383571429
National,,National,30200,Injection of medication into nasal air passage,N,O,227,1820,3866.0,3866,262.2644956,79.088085877,61.854208484,53.694469736
National,,National,30210,Irrigation and drainage of sinus,N,F,11,37,49.0,49,1086.0630612,50.863469388,40.602857143,43.55755102
National,,National,30210,Irrigation and drainage of sinus,N,O,11,182,212.0,212,368.16514151,137.39518868,94.437028302,100.03070755
National,,National,30220,Insertion of implant to close nasal passage,N,F,219,217,288.0,288,1323.0921528,171.838125,135.84072917,142.41451389
National,,National,30220,Insertion of implant to close nasal passage,N,O,183,215,258.0,258,884.25,281.29624031,217.53891473,222.4346124
National,,National,30300,Removal of foreign body in nose,N,F,189,203,207.0,207,595.91690821,118.00613527,92.550096618,91.853913043
National,,National,30300,Removal of foreign body in nose,N,O,460,666,709.0,709,499.66356841,193.3396897,146.64739069,144.61686883
National,,National,30310,Removal of foreign body in nose under anesthesia,N,F,64,61,73.0,72,1245.9915068,318.46575342,245.42219178,246.86986301
National,,National,30400,Reshaping of tip of nose,N,F,44,45,53.0,53,4974.2154717,1392.7611321,1111.6173585,1140.64
National,,National,30410,"Reshaping of bone, cartilage, and/or tip of nose",N,F,60,59,68.0,68,6180.6126471,1586.3719118,1267.0410294,1187.7955882
National,,National,30420,Reshaping of bony cartilage dividing nasal passages,N,F,296,343,422.0,422,6715.8358294,1749.4633412,1390.6728436,1400.4125355
National,,National,30420,Reshaping of bony cartilage dividing nasal passages,N,O,16,23,23.0,23,4914.0847826,1451.0408696,1157.826087,1143.5595652
National,,National,30430,Revision to reshape nose or small amount of tip of nose after previous repair,N,F,22,21,22.0,22,5039.5677273,1329.68,1042.2186364,990.34590909
National,,National,30435,Revision to reshape nasal bones after previous repair,N,F,8,16,16.0,16,8520.740625,1215.7675,969.255625,947.484375
National,,National,30450,Revision to reshape nasal bones and tip of nose after previous repair,N,F,36,35,39.0,39,6623.7153846,1855.31,1477.0448718,1433.0787179
National,,National,30462,Revision of congenital nasal defect with lengthening of tip of nose,N,F,13,11,13.0,13,5732.5938462,1318.1807692,1065.3461538,1094.9661538
National,,National,30465,Repair of nasal passage,N,F,1289,2475,3420.0,3420,5342.932345,1395.5289211,1109.8105117,1112.7297485
National,,National,30465,Repair of nasal passage,N,O,174,384,389.0,389,3034.2864267,929.55686375,739.67632391,735.80213368
National,,National,30468,Repair of collapsed nostril using implant in side of nose,N,F,422,485,622.0,622,6260.7560129,1029.5445338,817.76758842,850.28305466
National,,National,30468,Repair of collapsed nostril using implant in side of nose,N,O,206,440,443.0,443,6016.6855756,2266.4409255,1802.1007223,1801.2739955
National,,National,30469,Repair of collapsed nasal valve,N,F,357,625,835.0,835,6768.5204551,1034.4268024,823.54601198,831.04592814
National,,National,30469,Repair of collapsed nasal valve,N,O,906,4165,4191.0,4190,5538.5815605,2356.5029492,1877.0539728,1881.7078669
National,,National,30520,Reshaping of nasal cartilage,N,F,5293,17027,24320.0,24320,3529.8037775,612.36817558,485.52686061,495.35449301
National,,National,30520,Reshaping of nasal cartilage,N,O,623,2439,2443.0,2443,2162.8408023,413.66510438,328.49215718,330.72885387
National,,National,30560,Release of nasal scar tissue,N,F,318,332,392.0,392,1046.9328571,92.821479592,73.557244898,73.431377551
National,,National,30560,Release of nasal scar tissue,N,O,152,263,290.0,290,695.09882759,257.84137931,202.39403448,202.29893103
National,,National,30580,Repair of abnormal drainage tract between nasal sinuses,N,F,179,265,318.0,313,2854.1201572,547.24836478,430.11625786,457.0891195
National,,National,30580,Repair of abnormal drainage tract between nasal sinuses,N,O,200,460,508.0,492,1283.589626,438.28137795,340.83984252,335.41667323
National,,National,30600,Repair of abnormal drainage tract between mouth and nasal cavity,N,F,65,60,68.0,68,2152.8210294,376.46794118,292.48205882,300.20632353
National,,National,30600,Repair of abnormal drainage tract between mouth and nasal cavity,N,O,21,26,27.0,27,1552.6148148,415.13888889,313.38777778,309.90074074
National,,National,30620,Reconstruction of lining of nasal passage with graft,N,F,32,44,48.0,48,3372.7122917,785.5675,626.513125,638.75104167
National,,National,30630,Repair of openings of nasal cartilage,N,F,205,202,247.0,247,3229.5458704,512.16659919,407.11465587,421.65263158
National,,National,30630,Repair of openings of nasal cartilage,N,O,15,20,21.0,21,1816.732381,400.51666667,316.5947619,318.82714286
National,,National,30801,Destruction of soft tissue of nasal passages,N,F,296,508,561.0,561,1268.196221,158.02094474,124.45019608,127.76279857
National,,National,30801,Destruction of soft tissue of nasal passages,N,O,978,5411,7074.0,7074,555.84221798,148.95968052,113.68778061,116.46935539
National,,National,30802,Destruction of surface soft tissue of nasal passages,N,F,1017,2405,2945.0,2944,1728.3369813,182.73548727,144.84918846,146.82213922
National,,National,30802,Destruction of surface soft tissue of nasal passages,N,O,651,2242,2290.0,2289,836.46731441,193.38484716,150.60831441,148.73881223
National,,National,30901,Simple control of nose bleed,N,F,14891,20477,22997.0,22984,389.46043701,55.479745619,42.515193721,42.017610123
National,,National,30901,Simple control of nose bleed,N,O,7551,27921,33423.0,33418,346.16763815,149.61382671,111.36722167,111.15261317
National,,National,30903,Complex control of nose bleed,N,F,13186,16298,18557.0,18540,614.13160748,76.243491405,59.425769251,58.531893625
National,,National,30903,Complex control of nose bleed,N,O,3302,10616,12472.0,12471,560.13524054,253.14246392,194.20573044,187.28651219
National,,National,30905,Initial control of nose bleed and insertion of packing,N,F,2419,2589,2699.0,2698,771.68370508,100.60747314,78.493727306,77.117617636
National,,National,30905,Initial control of nose bleed and insertion of packing,N,O,504,872,931.0,931,653.54094522,327.37050483,254.74344791,260.28397422
National,,National,30906,Subsequent control of nosebleed and insertion of packing,N,F,436,453,482.0,482,898.43377593,130.83188797,103.22377593,99.011804979
National,,National,30906,Subsequent control of nosebleed and insertion of packing,N,O,134,195,224.0,224,752.451875,357.51540179,279.96986607,281.57982143
National,,National,30915,Tying of ethmoidal artery ethmoidal for control of nose bleed,N,F,22,21,22.0,22,1905.83,519.98590909,415.33363636,397.13681818
National,,National,30920,Tying of internal nasal artery for control of nose bleed,N,F,47,49,49.0,49,2688.7330612,776.88326531,620.17061224,603.64836735
National,,National,30930,Therapeutic fracture of nasal passages,N,F,1135,2593,3082.0,3081,1453.1863628,216.01937378,172.12830305,176.17241726
National,,National,30930,Therapeutic fracture of nasal passages,N,O,290,1235,1243.0,1243,464.69474658,60.461971038,47.75466613,47.547071601
National,,National,30999,Other procedure on nose,N,F,261,517,533.0,527,3113.1956285,253.75924953,202.57934334,202.82806754
National,,National,30999,Other procedure on nose,N,O,118,274,278.0,277,3942.3161871,1272.8507194,1015.0356835,1008.8805396
National,,National,31000,Irrigation of nasal sinus,N,F,122,191,240.0,220,807.02170833,69.649208333,55.333208333,56.511833333
National,,National,31000,Irrigation of nasal sinus,N,O,194,603,781.0,780,569.7937644,183.03366197,143.30578745,143.1331242
National,,National,31002,Irrigation of sphenoid nasal sinus,N,F,25,38,44.0,42,915.16522727,171.89090909,136.94613636,141.60863636
National,,National,31002,Irrigation of sphenoid nasal sinus,N,O,32,71,217.0,217,406.56341014,197.06046083,156.03304147,142.54705069
National,,National,31020,Incision of nasal sinus through nose,N,F,47,88,95.0,93,1639.0969474,316.90305263,251.86305263,246.47294737
National,,National,31020,Incision of nasal sinus through nose,N,O,51,298,352.0,352,862.69474432,250.97272727,199.34823864,181.57622159
National,,National,31030,Creation of window into nasal sinus,N,F,104,145,157.0,156,2332.1007643,614.78490446,487.39808917,476.09955414
National,,National,31030,Creation of window into nasal sinus,N,O,52,153,165.0,165,1227.3860606,400.5150303,316.15981818,299.44878788
National,,National,31032,Removal of nasal sinus polyp,N,F,64,64,67.0,66,2362.5926866,697.78089552,552.31492537,572.83059701
National,,National,31032,Removal of nasal sinus polyp,N,O,15,16,16.0,16,1766.598125,463.118125,368.0675,357.75125
National,,National,31040,Incision through sinus at cheek bone to reach nerve and blood vessel,N,F,75,98,100.0,100,3209.4374,655.8456,523.7613,506.1009
National,,National,31050,Incision of sphenoid nasal sinus,N,F,13,14,14.0,14,1974.1071429,329.42142857,262.715,260.52714286
National,,National,31051,Removal of nasal polyps,N,F,15,24,27.0,26,2715.2514815,812.9962963,648.71333333,652.99925926
National,,National,31070,Simple incision of frontal nasal sinus,N,F,24,25,25.0,25,2040.4408,378.846,302.334,289.6024
National,,National,31081,Insertion of material to stop growth of nasal sinus lining through forehead,N,F,30,29,33.0,33,4999.0427273,714.62909091,570.46181818,533.16757576
National,,National,31085,Insertion of material to stop growth of nasal sinus lining with bone flap through forehead,N,F,60,50,68.0,68,4344.1092647,677.0375,540.21794118,503.40602941
National,,National,31087,Incision of forehead and placement of bone flap to drain frontal nasal sinus,N,F,19,17,22.0,22,5638.9104545,1029.1872727,816.20954545,701.13909091
National,,National,31090,Removal of tissue or growths in 3 or more nasal sinuses on side of face,N,F,34,60,70.0,68,4544.1982857,1454.1217143,1159.272,1123.848
National,,National,31200,Partial removal of nasal sinus,N,F,175,448,736.0,727,4284.9776766,1161.5309783,924.74985054,930.83816576
National,,National,31200,Partial removal of nasal sinus,N,O,9,19,19.0,19,1522.29,386.45842105,306.45473684,313.99263158
National,,National,31201,Removal of nasal sinus from within nasal passage,N,F,24,61,71.0,69,3362.7887324,697.52830986,554.94507042,567.68943662
National,,National,31205,Removal of nasal sinus from outside nasal passage,N,F,93,143,195.0,193,3762.7362051,697.09594872,555.86410256,526.87153846
National,,National,31205,Removal of nasal sinus from outside nasal passage,N,O,7,15,16.0,16,2945.071875,706.548125,563.420625,527.2525
National,,National,31225,Removal of nasal sinus,N,F,512,831,899.0,899,7056.9584427,1670.3162291,1332.0608788,1253.5781758
National,,National,31230,Removal of nasal sinus and eye bone,N,F,56,55,60.0,60,6912.0383333,1600.5761667,1278.1906667,1083.1545
National,,National,31231,Diagnostic exam of nasal passages using an endoscope,N,F,2841,57722,76519.0,76517,429.64405729,49.599684523,37.3404131,36.28189796
National,,National,31231,Diagnostic exam of nasal passages using an endoscope,N,O,9076,425835,612235.0,612219,542.00260733,191.79927007,145.17859794,138.79754016
National,,National,31233,Exam of nasal passage and sinus using an endoscope,N,F,34,42,42.0,42,1007.1678571,117.66285714,91.443095238,86.406904762
National,,National,31233,Exam of nasal passage and sinus using an endoscope,N,O,163,1987,3813.0,3813,660.12285077,331.50657225,258.43060844,249.20709415
National,,National,31235,Exam of nasal passage and sphenoid sinus using an endoscope,N,F,23,61,85.0,84,1620.4476471,220.55752941,171.29058824,156.89882353
National,,National,31235,Exam of nasal passage and sphenoid sinus using an endoscope,N,O,49,183,278.0,278,1565.2820863,449.22266187,351.49755396,342.01320144
National,,National,31237,Biopsy or removal of nasal polyp or tissue using an endoscope,N,F,2442,6430,10064.0,9946,1398.0280535,213.91951411,166.71527325,160.73207075
National,,National,31237,Biopsy or removal of nasal polyp or tissue using an endoscope,N,O,5249,38671,70411.0,70410,1261.8099786,335.06183096,262.33469912,261.33389101
National,,National,31238,Control of bleeding of nose using an endoscope,N,F,1606,2553,3122.0,3041,1409.2740231,215.10216528,168.91207239,168.965205
National,,National,31238,Control of bleeding of nose using an endoscope,N,O,3316,15119,18371.0,18367,876.90820206,260.12872898,199.48318056,193.76627075
National,,National,31239,Incision of tear duct using an endoscope,N,F,548,1093,1615.0,1567,4143.3862415,789.63351084,625.7956904,597.98078019
National,,National,31239,Incision of tear duct using an endoscope,N,O,21,29,29.0,29,3145.8465517,599.63827586,477.42931034,445.18034483
National,,National,31240,Removal of nasal breathing passages using an endoscope,N,F,1915,2820,4172.0,3786,2419.0421333,183.32450144,145.98931208,133.06995446
National,,National,31240,Removal of nasal breathing passages using an endoscope,N,O,112,170,170.0,170,898.84405882,100.90358824,80.648823529,68.729941176
National,,National,31241,Tying of sphenopalatine artery using an endoscope,N,F,241,346,351.0,351,1693.042735,442.31660969,349.91299145,325.13609687
National,,National,31253,Complete exam of nose and sinuses using an endoscope,N,F,2324,4316,6287.0,5465,5082.4547193,830.19377446,660.12440433,663.95255607
National,,National,31253,Complete exam of nose and sinuses using an endoscope,N,O,78,120,120.0,120,2975.427,573.85766667,455.25241667,436.16408333
National,,National,31254,Partial removal of nasal sinus using an endoscope,N,F,2898,5207,7518.0,6790,3734.3845757,549.02332668,436.69237031,416.05574089
National,,National,31254,Partial removal of nasal sinus using an endoscope,N,O,530,2518,2524.0,2524,2261.5394968,357.35671949,284.59988114,152.59853803
National,,National,31255,Removal of nasal sinus using an endoscope,N,F,2431,4016,5881.0,5146,4329.5220626,682.92205237,542.83822139,523.50411835
National,,National,31255,Removal of nasal sinus using an endoscope,N,O,268,969,973.0,973,2414.2768345,206.67974306,164.67522097,97.894357657
National,,National,31256,Incision of nasal sinus using an endoscope,N,F,2940,7177,10704.0,9121,3286.8832128,368.22695815,293.27880138,278.11377429
